date,scenario_code,scenario_name,scenario_name_ko,lens,related_lenses,source_quality,event_or_seed_dependent,top_positive_drivers,top_negative_drivers,market_interpretation_ko,structured_score,structured_confidence,structured_coverage,structured_raw_state,structured_display_state,event_overlay_score,event_overlay_confidence,event_count,overlay_applied,final_score,final_confidence,final_state,final_display_state,merge_engine_version
2021-08-05,semiconductor_ai_cycle_shock,Semiconductor / AI Cycle Shock,AI·반도체 사이클 충격장,korea_semiconductor,us_global|korea_market|fx_krw,market,N,,"VIX level (-0.0087, z=-0.35)","AI capex 기대와 반도체 모멘텀이 꺾이면서 미국 성장주와 한국 반도체 대형주가 동시에 압박받는 장세입니다. SOXX, AI leader basket, 한국 반도체 basket의 동반 약세와 원화 압력을 함께 봅니다.",41.325952,2.520443,0.05,WATCH,PROVISIONAL,,,0,N,41.325952,2.520443,WATCH,PROVISIONAL,phase6_final_market_state_v1
2021-08-06,acute_global_stress_liquidity_crunch,Acute Global Stress / Liquidity Crunch,급성 리스크오프/유동성 경색장,us_global,korea_market|fx_krw,market,N,,"VIX level (-0.1280, z=-0.85)",변동성이 튀고 위험자산이 동반 약세를 보이는 단기 스트레스 장세입니다. 상관관계 상승과 유동성 악화를 우선 점검합니다.,28.670511,16.398847,0.25,OFF,OFF,,,0,N,28.670511,16.398847,OFF,OFF,phase6_final_market_state_v1
2021-08-06,geopolitical_escalation_supply_shock,Geopolitical Escalation / Supply Shock,지정학 확전·공급충격장,geopolitical,us_global|korea_market|fx_krw|inflation,manual,Y,,"VIX level (-0.0640, z=-0.85)","전쟁, 제재, 해상로 차질, 대만·중동·한반도 긴장처럼 유가·금·방산·변동성이 동시에 움직이는 이벤트성 충격 장세입니다. 뉴스 overlay는 가격 신호를 보강하는 용도로만 해석합니다.",28.670511,9.839308,0.15,OFF,OFF,,,0,N,28.670511,9.839308,OFF,OFF,phase6_final_market_state_v1
2021-08-06,semiconductor_ai_cycle_shock,Semiconductor / AI Cycle Shock,AI·반도체 사이클 충격장,korea_semiconductor,us_global|korea_market|fx_krw,market,N,,"VIX level (-0.0213, z=-0.85)","AI capex 기대와 반도체 모멘텀이 꺾이면서 미국 성장주와 한국 반도체 대형주가 동시에 압박받는 장세입니다. SOXX, AI leader basket, 한국 반도체 basket의 동반 약세와 원화 압력을 함께 봅니다.",28.670511,3.279769,0.05,OFF,OFF,,,0,N,28.670511,3.279769,OFF,OFF,phase6_final_market_state_v1
2021-08-08,usd_strength_krw_weakness,USD Strength / KRW Weakness,달러강세/원화약세장,fx_krw,korea_market,market,N,"USD/KRW level (+0.1541, z=+1.03)",,달러가 강하고 원화가 약해져 KRW 기준 투자자의 환율 리스크가 커지는 장세입니다. 한국 자산과 USD 노출의 역할을 분리해 봅니다.,75.689816,18.476812,0.26087,STRESS,PROVISIONAL,,,0,N,75.689816,18.476812,STRESS,PROVISIONAL,phase6_final_market_state_v1
2021-08-09,usd_strength_krw_weakness,USD Strength / KRW Weakness,달러강세/원화약세장,fx_krw,korea_market,market,N,"USD/KRW level (+0.1624, z=+1.08)",,달러가 강하고 원화가 약해져 KRW 기준 투자자의 환율 리스크가 커지는 장세입니다. 한국 자산과 USD 노출의 역할을 분리해 봅니다.,77.071629,18.909379,0.26087,STRESS,PROVISIONAL,,,0,N,77.071629,18.909379,STRESS,PROVISIONAL,phase6_final_market_state_v1
2021-08-09,acute_global_stress_liquidity_crunch,Acute Global Stress / Liquidity Crunch,급성 리스크오프/유동성 경색장,us_global,korea_market|fx_krw,market,N,,"VIX level (-0.0876, z=-0.58)",변동성이 튀고 위험자산이 동반 약세를 보이는 단기 스트레스 장세입니다. 상관관계 상승과 유동성 악화를 우선 점검합니다.,35.398469,14.380459,0.25,OFF,OFF,,,0,N,35.398469,14.380459,OFF,OFF,phase6_final_market_state_v1
2021-08-09,geopolitical_escalation_supply_shock,Geopolitical Escalation / Supply Shock,지정학 확전·공급충격장,geopolitical,us_global|korea_market|fx_krw|inflation,manual,Y,,"VIX level (-0.0438, z=-0.58)","전쟁, 제재, 해상로 차질, 대만·중동·한반도 긴장처럼 유가·금·방산·변동성이 동시에 움직이는 이벤트성 충격 장세입니다. 뉴스 overlay는 가격 신호를 보강하는 용도로만 해석합니다.",35.398469,8.628276,0.15,OFF,OFF,,,0,N,35.398469,8.628276,OFF,OFF,phase6_final_market_state_v1
2021-08-09,semiconductor_ai_cycle_shock,Semiconductor / AI Cycle Shock,AI·반도체 사이클 충격장,korea_semiconductor,us_global|korea_market|fx_krw,market,N,,"VIX level (-0.0146, z=-0.58)","AI capex 기대와 반도체 모멘텀이 꺾이면서 미국 성장주와 한국 반도체 대형주가 동시에 압박받는 장세입니다. SOXX, AI leader basket, 한국 반도체 basket의 동반 약세와 원화 압력을 함께 봅니다.",35.398469,2.876092,0.05,OFF,OFF,,,0,N,35.398469,2.876092,OFF,OFF,phase6_final_market_state_v1
2021-08-10,usd_strength_krw_weakness,USD Strength / KRW Weakness,달러강세/원화약세장,fx_krw,korea_market,market,N,"USD/KRW level (+0.2322, z=+1.55)",,달러가 강하고 원화가 약해져 KRW 기준 투자자의 환율 리스크가 커지는 장세입니다. 한국 자산과 USD 노출의 역할을 분리해 봅니다.,88.707419,22.551888,0.26087,STRESS,PROVISIONAL,,,0,N,88.707419,22.551888,STRESS,PROVISIONAL,phase6_final_market_state_v1
2021-08-10,acute_global_stress_liquidity_crunch,Acute Global Stress / Liquidity Crunch,급성 리스크오프/유동성 경색장,us_global,korea_market|fx_krw,market,N,,"VIX level (-0.0819, z=-0.55)",변동성이 튀고 위험자산이 동반 약세를 보이는 단기 스트레스 장세입니다. 상관관계 상승과 유동성 악화를 우선 점검합니다.,36.345043,14.096487,0.25,OFF,OFF,,,0,N,36.345043,14.096487,OFF,OFF,phase6_final_market_state_v1
2021-08-10,geopolitical_escalation_supply_shock,Geopolitical Escalation / Supply Shock,지정학 확전·공급충격장,geopolitical,us_global|korea_market|fx_krw|inflation,manual,Y,,"VIX level (-0.0410, z=-0.55)","전쟁, 제재, 해상로 차질, 대만·중동·한반도 긴장처럼 유가·금·방산·변동성이 동시에 움직이는 이벤트성 충격 장세입니다. 뉴스 overlay는 가격 신호를 보강하는 용도로만 해석합니다.",36.345043,8.457892,0.15,OFF,OFF,,,0,N,36.345043,8.457892,OFF,OFF,phase6_final_market_state_v1
2021-08-10,semiconductor_ai_cycle_shock,Semiconductor / AI Cycle Shock,AI·반도체 사이클 충격장,korea_semiconductor,us_global|korea_market|fx_krw,market,N,,"VIX level (-0.0137, z=-0.55)","AI capex 기대와 반도체 모멘텀이 꺾이면서 미국 성장주와 한국 반도체 대형주가 동시에 압박받는 장세입니다. SOXX, AI leader basket, 한국 반도체 basket의 동반 약세와 원화 압력을 함께 봅니다.",36.345043,2.819297,0.05,OFF,OFF,,,0,N,36.345043,2.819297,OFF,OFF,phase6_final_market_state_v1
2021-08-11,usd_strength_krw_weakness,USD Strength / KRW Weakness,달러강세/원화약세장,fx_krw,korea_market,market,N,"USD/KRW level (+0.2306, z=+1.54)",,달러가 강하고 원화가 약해져 KRW 기준 투자자의 환율 리스크가 커지는 장세입니다. 한국 자산과 USD 노출의 역할을 분리해 봅니다.,88.42732,22.464204,0.26087,STRESS,PROVISIONAL,,,0,N,88.42732,22.464204,STRESS,PROVISIONAL,phase6_final_market_state_v1
2021-08-11,acute_global_stress_liquidity_crunch,Acute Global Stress / Liquidity Crunch,급성 리스크오프/유동성 경색장,us_global,korea_market|fx_krw,market,N,"LQD 5d return (+0.1000, z=-3.28)","VIX level (-0.1236, z=-0.82) | TLT 5d return (-0.1000, z=-2.66)",변동성이 튀고 위험자산이 동반 약세를 보이는 단기 스트레스 장세입니다. 상관관계 상승과 유동성 악화를 우선 점검합니다.,45.875554,66.262449,0.916667,WATCH,WATCH,,,0,N,45.875554,66.262449,WATCH,WATCH,phase6_final_market_state_v1
2021-08-11,geopolitical_escalation_supply_shock,Geopolitical Escalation / Supply Shock,지정학 확전·공급충격장,geopolitical,us_global|korea_market|fx_krw|inflation,manual,Y,"USO 5d return (+0.0508, z=+0.51)","GLD 5d return (-0.1050, z=-1.40) | VIX level (-0.0618, z=-0.82)","전쟁, 제재, 해상로 차질, 대만·중동·한반도 긴장처럼 유가·금·방산·변동성이 동시에 움직이는 이벤트성 충격 장세입니다. 뉴스 overlay는 가격 신호를 보강하는 용도로만 해석합니다.",38.340621,38.488033,0.6,OFF,OFF,,,0,N,38.340621,38.488033,OFF,OFF,phase6_final_market_state_v1
2021-08-11,semiconductor_ai_cycle_shock,Semiconductor / AI Cycle Shock,AI·반도체 사이클 충격장,korea_semiconductor,us_global|korea_market|fx_krw,market,N,,"VIX level (-0.0206, z=-0.82)","AI capex 기대와 반도체 모멘텀이 꺾이면서 미국 성장주와 한국 반도체 대형주가 동시에 압박받는 장세입니다. SOXX, AI leader basket, 한국 반도체 basket의 동반 약세와 원화 압력을 함께 봅니다.",29.401656,3.235901,0.05,OFF,OFF,,,0,N,29.401656,3.235901,OFF,OFF,phase6_final_market_state_v1
2021-08-12,usd_strength_krw_weakness,USD Strength / KRW Weakness,달러강세/원화약세장,fx_krw,korea_market,market,N,"USD/KRW level (+0.3000, z=+2.16)",,달러가 강하고 원화가 약해져 KRW 기준 투자자의 환율 리스크가 커지는 장세입니다. 한국 자산과 USD 노출의 역할을 분리해 봅니다.,100.0,26.086957,0.26087,STRESS,PROVISIONAL,,,0,N,100.0,26.086957,STRESS,PROVISIONAL,phase6_final_market_state_v1
2021-08-12,acute_global_stress_liquidity_crunch,Acute Global Stress / Liquidity Crunch,급성 리스크오프/유동성 경색장,us_global,korea_market|fx_krw,market,N,"LQD 5d return (+0.1000, z=-2.18)","VIX level (-0.1619, z=-1.08) | TLT 5d return (-0.1000, z=-2.27)",변동성이 튀고 위험자산이 동반 약세를 보이는 단기 스트레스 장세입니다. 상관관계 상승과 유동성 악화를 우선 점검합니다.,47.334274,67.29465,0.916667,WATCH,WATCH,,,0,N,47.334274,67.29465,WATCH,WATCH,phase6_final_market_state_v1
2021-08-12,geopolitical_escalation_supply_shock,Geopolitical Escalation / Supply Shock,지정학 확전·공급충격장,geopolitical,us_global|korea_market|fx_krw|inflation,manual,Y,,"GLD 5d return (-0.0882, z=-1.18) | VIX level (-0.0809, z=-1.08) | USO 5d return (-0.0174, z=-0.17)","전쟁, 제재, 해상로 차질, 대만·중동·한반도 긴장처럼 유가·금·방산·변동성이 동시에 움직이는 이벤트성 충격 장세입니다. 뉴스 overlay는 가격 신호를 보강하는 용도로만 해석합니다.",33.833289,35.640032,0.6,OFF,OFF,,,0,N,33.833289,35.640032,OFF,OFF,phase6_final_market_state_v1
2021-08-12,semiconductor_ai_cycle_shock,Semiconductor / AI Cycle Shock,AI·반도체 사이클 충격장,korea_semiconductor,us_global|korea_market|fx_krw,market,N,,"VIX level (-0.0270, z=-1.08)","AI capex 기대와 반도체 모멘텀이 꺾이면서 미국 성장주와 한국 반도체 대형주가 동시에 압박받는 장세입니다. SOXX, AI leader basket, 한국 반도체 basket의 동반 약세와 원화 압력을 함께 봅니다.",23.022928,3.618624,0.05,OFF,OFF,,,0,N,23.022928,3.618624,OFF,OFF,phase6_final_market_state_v1
2021-08-13,acute_global_stress_liquidity_crunch,Acute Global Stress / Liquidity Crunch,급성 리스크오프/유동성 경색장,us_global,korea_market|fx_krw,market,N,"QQQ 5d return (+0.0501, z=-0.67) | GLD 5d return (+0.0338, z=+0.68)","VIX level (-0.1689, z=-1.13)",변동성이 튀고 위험자산이 동반 약세를 보이는 단기 스트레스 장세입니다. 상관관계 상승과 유동성 악화를 우선 점검합니다.,45.159919,50.550459,0.916667,WATCH,WATCH,,,0,N,45.159919,50.550459,WATCH,WATCH,phase6_final_market_state_v1
2021-08-13,geopolitical_escalation_supply_shock,Geopolitical Escalation / Supply Shock,지정학 확전·공급충격장,geopolitical,us_global|korea_market|fx_krw|inflation,manual,Y,"GLD 5d return (+0.0507, z=+0.68)","VIX level (-0.0844, z=-1.13) | USO 5d return (-0.0259, z=-0.26)","전쟁, 제재, 해상로 차질, 대만·중동·한반도 긴장처럼 유가·금·방산·변동성이 동시에 움직이는 이벤트성 충격 장세입니다. 뉴스 overlay는 가격 신호를 보강하는 용도로만 해석합니다.",44.346918,34.152518,0.6,OFF,OFF,,,0,N,44.346918,34.152518,OFF,OFF,phase6_final_market_state_v1
2021-08-13,semiconductor_ai_cycle_shock,Semiconductor / AI Cycle Shock,AI·반도체 사이클 충격장,korea_semiconductor,us_global|korea_market|fx_krw,market,N,,"VIX level (-0.0281, z=-1.13)","AI capex 기대와 반도체 모멘텀이 꺾이면서 미국 성장주와 한국 반도체 대형주가 동시에 압박받는 장세입니다. SOXX, AI leader basket, 한국 반도체 basket의 동반 약세와 원화 압력을 함께 봅니다.",21.854406,3.688736,0.05,OFF,OFF,,,0,N,21.854406,3.688736,OFF,OFF,phase6_final_market_state_v1
2021-08-15,usd_strength_krw_weakness,USD Strength / KRW Weakness,달러강세/원화약세장,fx_krw,korea_market,market,N,"USD/KRW level (+0.3000, z=+2.03)",,달러가 강하고 원화가 약해져 KRW 기준 투자자의 환율 리스크가 커지는 장세입니다. 한국 자산과 USD 노출의 역할을 분리해 봅니다.,100.0,26.086957,0.26087,STRESS,PROVISIONAL,,,0,N,100.0,26.086957,STRESS,PROVISIONAL,phase6_final_market_state_v1
2021-08-16,usd_strength_krw_weakness,USD Strength / KRW Weakness,달러강세/원화약세장,fx_krw,korea_market,market,N,"USD/KRW level (+0.3000, z=+2.17)",,달러가 강하고 원화가 약해져 KRW 기준 투자자의 환율 리스크가 커지는 장세입니다. 한국 자산과 USD 노출의 역할을 분리해 봅니다.,100.0,26.086957,0.26087,STRESS,PROVISIONAL,,,0,N,100.0,26.086957,STRESS,PROVISIONAL,phase6_final_market_state_v1
2021-08-16,geopolitical_escalation_supply_shock,Geopolitical Escalation / Supply Shock,지정학 확전·공급충격장,geopolitical,us_global|korea_market|fx_krw|inflation,manual,Y,"GLD 5d return (+0.1324, z=+1.76)","VIX level (-0.0601, z=-0.80) | SPY 5d return (-0.0238, z=+0.48)","전쟁, 제재, 해상로 차질, 대만·중동·한반도 긴장처럼 유가·금·방산·변동성이 동시에 움직이는 이벤트성 충격 장세입니다. 뉴스 overlay는 가격 신호를 보강하는 용도로만 해석합니다.",54.944301,37.628782,0.6,WATCH,PROVISIONAL,,,0,N,54.944301,37.628782,WATCH,PROVISIONAL,phase6_final_market_state_v1
2021-08-16,acute_global_stress_liquidity_crunch,Acute Global Stress / Liquidity Crunch,급성 리스크오프/유동성 경색장,us_global,korea_market|fx_krw,market,N,"GLD 5d return (+0.0882, z=+1.76)","VIX level (-0.1202, z=-0.80) | HYG 5d return (-0.0592, z=+0.79)",변동성이 튀고 위험자산이 동반 약세를 보이는 단기 스트레스 장세입니다. 상관관계 상승과 유동성 악화를 우선 점검합니다.,45.282811,58.116428,0.916667,WATCH,WATCH,,,0,N,45.282811,58.116428,WATCH,WATCH,phase6_final_market_state_v1
2021-08-16,semiconductor_ai_cycle_shock,Semiconductor / AI Cycle Shock,AI·반도체 사이클 충격장,korea_semiconductor,us_global|korea_market|fx_krw,market,N,,"VIX level (-0.0200, z=-0.80)","AI capex 기대와 반도체 모멘텀이 꺾이면서 미국 성장주와 한국 반도체 대형주가 동시에 압박받는 장세입니다. SOXX, AI leader basket, 한국 반도체 basket의 동반 약세와 원화 압력을 함께 봅니다.",29.966049,3.202037,0.05,OFF,OFF,,,0,N,29.966049,3.202037,OFF,OFF,phase6_final_market_state_v1
2021-08-17,usd_strength_krw_weakness,USD Strength / KRW Weakness,달러강세/원화약세장,fx_krw,korea_market,market,N,"USD/KRW level (+0.3000, z=+2.89)",,달러가 강하고 원화가 약해져 KRW 기준 투자자의 환율 리스크가 커지는 장세입니다. 한국 자산과 USD 노출의 역할을 분리해 봅니다.,100.0,26.086957,0.26087,STRESS,PROVISIONAL,,,0,N,100.0,26.086957,STRESS,PROVISIONAL,phase6_final_market_state_v1
2021-08-17,acute_global_stress_liquidity_crunch,Acute Global Stress / Liquidity Crunch,급성 리스크오프/유동성 경색장,us_global,korea_market|fx_krw,market,N,"GLD 5d return (+0.0812, z=+1.62) | QQQ 5d return (+0.0788, z=-1.05)","HYG 5d return (-0.0586, z=+0.78)",변동성이 튀고 위험자산이 동반 약세를 보이는 단기 스트레스 장세입니다. 상관관계 상승과 유동성 악화를 우선 점검합니다.,55.645268,52.970804,0.916667,WATCH,WATCH,,,0,N,55.645268,52.970804,WATCH,WATCH,phase6_final_market_state_v1
2021-08-17,geopolitical_escalation_supply_shock,Geopolitical Escalation / Supply Shock,지정학 확전·공급충격장,geopolitical,us_global|korea_market|fx_krw|inflation,manual,Y,"GLD 5d return (+0.1218, z=+1.62) | SPY 5d return (+0.0152, z=-0.30)","USO 5d return (-0.0858, z=-0.86)","전쟁, 제재, 해상로 차질, 대만·중동·한반도 긴장처럼 유가·금·방산·변동성이 동시에 움직이는 이벤트성 충격 장세입니다. 뉴스 overlay는 가격 신호를 보강하는 용도로만 해석합니다.",54.433569,37.492558,0.6,WATCH,PROVISIONAL,,,0,N,54.433569,37.492558,WATCH,PROVISIONAL,phase6_final_market_state_v1
2021-08-17,semiconductor_ai_cycle_shock,Semiconductor / AI Cycle Shock,AI·반도체 사이클 충격장,korea_semiconductor,us_global|korea_market|fx_krw,market,N,"VIX level (+0.0007, z=+0.03)",,"AI capex 기대와 반도체 모멘텀이 꺾이면서 미국 성장주와 한국 반도체 대형주가 동시에 압박받는 장세입니다. SOXX, AI leader basket, 한국 반도체 basket의 동반 약세와 원화 압력을 함께 봅니다.",50.686603,2.041196,0.05,WATCH,PROVISIONAL,,,0,N,50.686603,2.041196,WATCH,PROVISIONAL,phase6_final_market_state_v1
2021-08-18,usd_strength_krw_weakness,USD Strength / KRW Weakness,달러강세/원화약세장,fx_krw,korea_market,market,N,"USD/KRW level (+0.3000, z=+2.28)",,달러가 강하고 원화가 약해져 KRW 기준 투자자의 환율 리스크가 커지는 장세입니다. 한국 자산과 USD 노출의 역할을 분리해 봅니다.,100.0,26.086957,0.26087,STRESS,PROVISIONAL,,,0,N,100.0,26.086957,STRESS,PROVISIONAL,phase6_final_market_state_v1
2021-08-18,semiconductor_ai_cycle_shock,Semiconductor / AI Cycle Shock,AI·반도체 사이클 충격장,korea_semiconductor,us_global|korea_market|fx_krw,market,N,"VIX level (+0.0429, z=+1.71)",,"AI capex 기대와 반도체 모멘텀이 꺾이면서 미국 성장주와 한국 반도체 대형주가 동시에 압박받는 장세입니다. SOXX, AI leader basket, 한국 반도체 basket의 동반 약세와 원화 압력을 함께 봅니다.",92.871296,4.572278,0.05,STRESS,PROVISIONAL,,,0,N,92.871296,4.572278,STRESS,PROVISIONAL,phase6_final_market_state_v1
2021-08-18,acute_global_stress_liquidity_crunch,Acute Global Stress / Liquidity Crunch,급성 리스크오프/유동성 경색장,us_global,korea_market|fx_krw,market,N,"VIX level (+0.2572, z=+1.71) | SPY 5d return (+0.1636, z=-1.64) | QQQ 5d return (+0.1239, z=-1.65)",,변동성이 튀고 위험자산이 동반 약세를 보이는 단기 스트레스 장세입니다. 상관관계 상승과 유동성 악화를 우선 점검합니다.,79.300946,71.418303,0.916667,STRESS,STRESS,,,0,N,79.300946,71.418303,STRESS,STRESS,phase6_final_market_state_v1
2021-08-18,geopolitical_escalation_supply_shock,Geopolitical Escalation / Supply Shock,지정학 확전·공급충격장,geopolitical,us_global|korea_market|fx_krw|inflation,manual,Y,"VIX level (+0.1286, z=+1.71) | SPY 5d return (+0.0818, z=-1.64)","USO 5d return (-0.1948, z=-1.95)","전쟁, 제재, 해상로 차질, 대만·중동·한반도 긴장처럼 유가·금·방산·변동성이 동시에 움직이는 이벤트성 충격 장세입니다. 뉴스 overlay는 가격 신호를 보강하는 용도로만 해석합니다.",57.393735,52.700511,0.6,WATCH,PROVISIONAL,,,0,N,57.393735,52.700511,WATCH,PROVISIONAL,phase6_final_market_state_v1
2021-08-19,usd_strength_krw_weakness,USD Strength / KRW Weakness,달러강세/원화약세장,fx_krw,korea_market,market,N,"USD/KRW level (+0.3000, z=+2.55)",,달러가 강하고 원화가 약해져 KRW 기준 투자자의 환율 리스크가 커지는 장세입니다. 한국 자산과 USD 노출의 역할을 분리해 봅니다.,100.0,26.086957,0.26087,STRESS,PROVISIONAL,,,0,N,100.0,26.086957,STRESS,PROVISIONAL,phase6_final_market_state_v1
2021-08-19,semiconductor_ai_cycle_shock,Semiconductor / AI Cycle Shock,AI·반도체 사이클 충격장,korea_semiconductor,us_global|korea_market|fx_krw,market,N,"VIX level (+0.0428, z=+1.71)",,"AI capex 기대와 반도체 모멘텀이 꺾이면서 미국 성장주와 한국 반도체 대형주가 동시에 압박받는 장세입니다. SOXX, AI leader basket, 한국 반도체 basket의 동반 약세와 원화 압력을 함께 봅니다.",92.842865,4.570572,0.05,STRESS,PROVISIONAL,,,0,N,92.842865,4.570572,STRESS,PROVISIONAL,phase6_final_market_state_v1
2021-08-19,acute_global_stress_liquidity_crunch,Acute Global Stress / Liquidity Crunch,급성 리스크오프/유동성 경색장,us_global,korea_market|fx_krw,market,N,"VIX level (+0.2571, z=+1.71) | SPY 5d return (+0.1731, z=-1.73) | QQQ 5d return (+0.1134, z=-1.51)",,변동성이 튀고 위험자산이 동반 약세를 보이는 단기 스트레스 장세입니다. 상관관계 상승과 유동성 악화를 우선 점검합니다.,81.895736,74.903104,0.916667,STRESS,STRESS,,,0,N,81.895736,74.903104,STRESS,STRESS,phase6_final_market_state_v1
2021-08-19,geopolitical_escalation_supply_shock,Geopolitical Escalation / Supply Shock,지정학 확전·공급충격장,geopolitical,us_global|korea_market|fx_krw|inflation,manual,Y,"VIX level (+0.1285, z=+1.71) | SPY 5d return (+0.0866, z=-1.73)","USO 5d return (-0.2000, z=-2.15)","전쟁, 제재, 해상로 차질, 대만·중동·한반도 긴장처럼 유가·금·방산·변동성이 동시에 움직이는 이벤트성 충격 장세입니다. 뉴스 overlay는 가격 신호를 보강하는 용도로만 해석합니다.",56.339789,52.564648,0.6,WATCH,PROVISIONAL,,,0,N,56.339789,52.564648,WATCH,PROVISIONAL,phase6_final_market_state_v1
